AncB_1.1	Chr1	C
AncB_1.2	Chr1	W
AncB_1.3	Chr1	C
AncB_1.4	Chr1	W
AncB_1.5	Chr1	C
AncB_1.6	Chr1	C
AncB_1.7	Chr1	W
AncB_1.8	Chr1	C
AncB_1.9	Chr1	W
AncB_1.10	Chr1	C
AncB_1.11	Chr1	W
AncB_1.12	Chr1	W
AncB_1.13	Chr1	W
AncB_1.14	Chr1	C
AncB_1.15	Chr1	W
AncB_1.16	Chr1	C
AncB_1.17	Chr1	C
AncB_1.18	Chr1	W
AncB_1.19	Chr1	C
AncB_1.20	Chr1	C
AncB_1.21	Chr1	C
AncB_1.22	Chr1	W
AncB_1.23	Chr1	W
AncB_1.24	Chr1	W
AncB_1.25	Chr1	W
AncB_1.26	Chr1	W
AncB_1.27	Chr1	C
AncB_1.28	Chr1	C
AncB_1.29	Chr1	C
AncB_1.30	Chr1	C
AncB_1.31	Chr1	C
AncB_1.32	Chr1	C
AncB_1.33	Chr1	W
AncB_1.34	Chr1	W
AncB_1.35	Chr1	C
AncB_1.36	Chr1	C
AncB_1.37	Chr1	W
AncB_1.38	Chr1	W
AncB_1.39	Chr1	C
AncB_1.40	Chr1	W
AncB_1.41	Chr1	C
AncB_1.42	Chr1	W
AncB_1.43	Chr1	W
AncB_1.44	Chr1	C
AncB_1.45	Chr1	C
AncB_1.46	Chr1	C
AncB_1.47	Chr1	C
AncB_1.48	Chr1	W
AncB_1.49	Chr1	C
AncB_1.50	Chr1	W
AncB_1.51	Chr1	C
AncB_1.52	Chr1	C
AncB_1.53	Chr1	C
AncB_1.54	Chr1	W
AncB_1.55	Chr1	W
AncB_1.56	Chr1	C
AncB_1.57	Chr1	W
AncB_1.58	Chr1	W
AncB_1.59	Chr1	C
AncB_1.60	Chr1	W
AncB_1.61	Chr1	W
AncB_1.62	Chr1	C
AncB_1.63	Chr1	W
AncB_1.64	Chr1	C
AncB_1.65	Chr1	W
AncB_1.66	Chr1	C
AncB_1.67	Chr1	W
AncB_1.68	Chr1	W
AncB_1.69	Chr1	W
AncB_1.70	Chr1	W
AncB_1.71	Chr1	W
AncB_1.72	Chr1	C
AncB_1.73	Chr1	C
AncB_1.74	Chr1	W
AncB_1.75	Chr1	W
AncB_1.76	Chr1	W
AncB_1.77	Chr1	W
AncB_1.78	Chr1	C
AncB_1.79	Chr1	W
AncB_1.79a	Chr1	W
AncB_1.79b	Chr1	W
AncB_1.80	Chr1	W
AncB_1.81	Chr1	C
AncB_1.82	Chr1	C
AncB_1.83	Chr1	C
AncB_1.84	Chr1	C
AncB_1.85	Chr1	W
AncB_1.86	Chr1	W
AncB_1.87	Chr1	W
AncB_1.88	Chr1	C
AncB_1.89	Chr1	C
AncB_1.90	Chr1	W
AncB_1.91	Chr1	C
AncB_1.92	Chr1	C
AncB_1.93	Chr1	C
AncB_1.94	Chr1	C
AncB_1.95	Chr1	W
AncB_1.96	Chr1	W
AncB_1.97	Chr1	W
AncB_1.98	Chr1	C
AncB_1.99	Chr1	C
AncB_1.100	Chr1	C
AncB_1.101	Chr1	C
AncB_1.101a	Chr1	C
AncB_1.101b	Chr1	C
AncB_1.101c	Chr1	C
AncB_1.102	Chr1	W
AncB_1.103	Chr1	C
AncB_1.104	Chr1	C
AncB_1.105	Chr1	W
AncB_1.106	Chr1	C
AncB_1.107	Chr1	C
AncB_1.108	Chr1	W
AncB_1.109	Chr1	C
AncB_1.110	Chr1	C
AncB_1.111	Chr1	W
AncB_1.112	Chr1	C
AncB_1.113	Chr1	W
AncB_1.114	Chr1	W
AncB_1.115	Chr1	C
AncB_1.116	Chr1	C
AncB_1.117	Chr1	W
AncB_1.117a	Chr1	W
AncB_1.117b	Chr1	C
AncB_1.117c	Chr1	W
AncB_1.118	Chr1	W
AncB_1.119	Chr1	W
AncB_1.120	Chr1	C
AncB_1.121	Chr1	C
AncB_1.122	Chr1	C
AncB_1.123	Chr1	C
AncB_1.123a	Chr1	W
AncB_1.124	Chr1	C
AncB_1.125	Chr1	W
AncB_1.126	Chr1	W
AncB_1.127	Chr1	W
AncB_1.128	Chr1	C
AncB_1.129	Chr1	W
AncB_1.130	Chr1	W
AncB_1.131	Chr1	C
AncB_1.132	Chr1	W
AncB_1.133	Chr1	C
AncB_1.134	Chr1	C
AncB_1.135	Chr1	W
AncB_1.136	Chr1	W
AncB_1.137	Chr1	C
AncB_1.138	Chr1	C
AncB_1.139	Chr1	W
AncB_1.140	Chr1	C
AncB_1.141	Chr1	W
AncB_1.142	Chr1	C
AncB_1.143	Chr1	W
AncB_1.144	Chr1	W
AncB_1.145	Chr1	C
AncB_1.146	Chr1	W
AncB_1.147	Chr1	W
AncB_1.148	Chr1	W
AncB_1.149	Chr1	W
AncB_1.150	Chr1	W
AncB_1.151	Chr1	C
AncB_1.152	Chr1	W
AncB_1.153	Chr1	C
AncB_1.154	Chr1	W
AncB_1.155	Chr1	C
AncB_1.156	Chr1	C
AncB_1.157	Chr1	W
AncB_1.158	Chr1	C
AncB_1.159	Chr1	W
AncB_1.160	Chr1	C
AncB_1.161	Chr1	C
AncB_1.162	Chr1	C
AncB_1.163	Chr1	C
AncB_1.164	Chr1	C
AncB_1.165	Chr1	W
AncB_1.166	Chr1	C
AncB_1.167	Chr1	W
AncB_1.168	Chr1	W
AncB_1.169	Chr1	W
AncB_1.170	Chr1	W
AncB_1.171	Chr1	W
AncB_1.172	Chr1	W
AncB_1.173	Chr1	C
AncB_1.174	Chr1	C
AncB_1.175	Chr1	C
AncB_1.176	Chr1	C
AncB_1.177	Chr1	C
AncB_1.178	Chr1	C
AncB_1.179	Chr1	W
AncB_1.180	Chr1	C
AncB_1.181	Chr1	W
AncB_1.182	Chr1	C
AncB_1.183	Chr1	C
AncB_1.184	Chr1	C
AncB_1.185	Chr1	C
AncB_1.186	Chr1	C
AncB_1.187	Chr1	W
AncB_1.188	Chr1	W
AncB_1.189	Chr1	C
AncB_1.190	Chr1	C
AncB_1.191	Chr1	W
AncB_1.192	Chr1	C
AncB_1.193	Chr1	W
AncB_1.194	Chr1	W
AncB_1.195	Chr1	C
AncB_1.196	Chr1	C
AncB_1.197	Chr1	W
AncB_1.198	Chr1	W
AncB_1.199	Chr1	W
AncB_1.200	Chr1	C
AncB_1.201	Chr1	W
AncB_1.202	Chr1	C
AncB_1.203	Chr1	C
AncB_1.204	Chr1	C
AncB_1.205	Chr1	C
AncB_1.206	Chr1	C
AncB_1.207	Chr1	C
AncB_1.208	Chr1	C
AncB_1.209	Chr1	W
AncB_1.210	Chr1	W
AncB_1.211	Chr1	W
AncB_1.212	Chr1	W
AncB_1.213	Chr1	C
AncB_1.214	Chr1	W
AncB_1.215	Chr1	C
AncB_1.216	Chr1	C
AncB_1.217	Chr1	C
AncB_1.218	Chr1	C
AncB_1.219	Chr1	C
AncB_1.220	Chr1	C
AncB_1.221	Chr1	W
AncB_1.222	Chr1	C
AncB_1.223	Chr1	C
AncB_1.224	Chr1	W
AncB_1.225	Chr1	C
AncB_1.226	Chr1	W
AncB_1.227	Chr1	C
AncB_1.228	Chr1	W
AncB_1.229	Chr1	W
AncB_1.230	Chr1	W
AncB_1.231	Chr1	W
AncB_1.232	Chr1	C
AncB_1.233	Chr1	W
AncB_1.234	Chr1	C
AncB_1.235	Chr1	W
AncB_1.236	Chr1	C
AncB_1.237	Chr1	C
AncB_1.238	Chr1	W
AncB_1.239	Chr1	W
AncB_1.240	Chr1	W
AncB_1.241	Chr1	W
AncB_1.242	Chr1	C
AncB_1.243	Chr1	C
AncB_1.244	Chr1	W
AncB_1.245	Chr1	C
AncB_1.246	Chr1	C
AncB_1.247	Chr1	C
AncB_1.248	Chr1	W
AncB_1.249	Chr1	W
AncB_1.250	Chr1	W
AncB_1.250a	Chr1	C
AncB_1.251	Chr1	W
AncB_1.252	Chr1	C
AncB_1.253	Chr1	C
AncB_1.254	Chr1	W
AncB_1.255	Chr1	C
AncB_1.256	Chr1	W
AncB_1.257	Chr1	C
AncB_1.258	Chr1	W
AncB_1.259	Chr1	W
AncB_1.260	Chr1	W
AncB_1.261	Chr1	W
AncB_1.262	Chr1	W
AncB_1.263	Chr1	W
AncB_1.264	Chr1	C
AncB_1.265	Chr1	W
AncB_1.266	Chr1	C
AncB_1.267	Chr1	C
AncB_1.268	Chr1	W
AncB_1.269	Chr1	W
AncB_1.270	Chr1	W
AncB_1.271	Chr1	C
AncB_1.272	Chr1	W
AncB_1.273	Chr1	C
AncB_1.274	Chr1	C
AncB_1.275	Chr1	W
AncB_1.276	Chr1	W
AncB_1.277	Chr1	W
