KLLA0A00110g	Chr1	W
KLLA0A00132g	Chr1	W
KLLA0A00154g	Chr1	W
KLLA0A00176g	Chr1	C
KLLA0A00198g	Chr1	C
KLLA0A00220g	Chr1	W
KLLA0A00242g	Chr1	C
KLLA0A00264g	Chr1	W
KLLA0A00286g	Chr1	C
KLLA0A00352g	Chr1	C
KLLA0A00374g	Chr1	W
KLLA0A00396g	Chr1	W
KLLA0A00418g	Chr1	C
KLLA0A00440g	Chr1	C
KLLA0A00462g	Chr1	W
KLLA0A00484g	Chr1	C
KLLA0A00506g	Chr1	W
KLLA0A00528g	Chr1	C
KLLA0A00550g	Chr1	W
KLLA0A00572g	Chr1	C
KLLA0A00594g	Chr1	C
KLLA0A00616g	Chr1	W
KLLA0A00638g	Chr1	C
KLLA0A00660g	Chr1	C
KLLA0A00682g	Chr1	W
KLLA0A00693g	Chr1	C
KLLA0A00715g	Chr1	C
KLLA0A00737g	Chr1	W
KLLA0A00759g	Chr1	W
KLLA0A00781g	Chr1	C
KLLA0A00803g	Chr1	W
KLLA0A00825g	Chr1	W
KLLA0A00847g	Chr1	W
KLLA0A00869g	Chr1	W
KLLA0A00891g	Chr1	C
KLLA0A00913g	Chr1	W
KLLA0A00935g	Chr1	C
KLLA0A00957g	Chr1	W
KLLA0A00979g	Chr1	C
KLLA0A01001g	Chr1	W
KLLA0A01023g	Chr1	W
KLLA0A01045g	Chr1	W
KLLA0A01067g	Chr1	C
KLLA0A01089g	Chr1	W
KLLA0A01111g	Chr1	C
KLLA0A01133g	Chr1	W
KLLA0A01155g	Chr1	C
KLLA0A01177g	Chr1	W
KLLA0A01199g	Chr1	W
KLLA0A01221g	Chr1	W
KLLA0A01287g	Chr1	C
KLLA0A01265g	Chr1	W
KLLA0A01298g	Chr1	C
KLLA0A01320g	Chr1	C
KLLA0A01342g	Chr1	C
KLLA0A01364g	Chr1	W
KLLA0A01386g	Chr1	W
KLLA0A01408g	Chr1	C
KLLA0A01430g	Chr1	C
KLLA0A01452g	Chr1	W
KLLA0A01474g	Chr1	C
KLLA0A01496g	Chr1	C
KLLA0A01518g	Chr1	C
KLLA0A01551g	Chr1	W
KLLA0A01573g	Chr1	C
KLLA0A01584g	Chr1	W
KLLA0A01606g	Chr1	W
KLLA0A01628g	Chr1	W
KLLA0A01650g	Chr1	C
KLLA0A01672g	Chr1	W
KLLA0A01694g	Chr1	C
KLLA0A01716g	Chr1	C
KLLA0A01738g	Chr1	C
KLLA0A01760g	Chr1	W
KLLA0A01782g	Chr1	C
KLLA0A01804g	Chr1	C
KLLA0A01826g	Chr1	C
KLLA0A01848g	Chr1	C
KLLA0A01870g	Chr1	C
KLLA0A01892g	Chr1	W
KLLA0A01903g	Chr1	C
KLLA0A01925g	Chr1	C
KLLA0A01947g	Chr1	W
KLLA0A01969g	Chr1	C
KLLA0A01991g	Chr1	W
KLLA0A02013g	Chr1	W
KLLA0A02035g	Chr1	C
KLLA0A02057g	Chr1	W
KLLA0A02079g	Chr1	C
KLLA0A02101g	Chr1	W
KLLA0A02123g	Chr1	W
KLLA0A02145g	Chr1	W
KLLA0A02167g	Chr1	W
KLLA0A02189g	Chr1	C
KLLA0A02211g	Chr1	W
KLLA0A02233g	Chr1	C
KLLA0A02255g	Chr1	W
KLLA0A02277g	Chr1	W
KLLA0A02299g	Chr1	C
KLLA0A02321g	Chr1	W
KLLA0A02343g	Chr1	C
KLLA0A02365g	Chr1	W
KLLA0A02387g	Chr1	W
KLLA0A02431g	Chr1	C
KLLA0A02453g	Chr1	C
KLLA0A02475g	Chr1	C
KLLA0A02497g	Chr1	W
KLLA0A02519g	Chr1	W
KLLA0A02541g	Chr1	W
KLLA0A02563g	Chr1	W
KLLA0A02585g	Chr1	C
KLLA0A02607g	Chr1	C
KLLA0A02629g	Chr1	C
KLLA0A02651g	Chr1	C
KLLA0A02673g	Chr1	C
KLLA0A02695g	Chr1	W
KLLA0A02717g	Chr1	W
KLLA0A02739g	Chr1	C
KLLA0A02761g	Chr1	W
KLLA0A02827g	Chr1	W
KLLA0A02849g	Chr1	C
KLLA0A02871g	Chr1	C
KLLA0A02893g	Chr1	W
KLLA0A02915g	Chr1	C
KLLA0A02937g	Chr1	W
KLLA0A02959g	Chr1	W
KLLA0A02981g	Chr1	C
KLLA0A03003g	Chr1	W
KLLA0A03025g	Chr1	W
KLLA0A03047g	Chr1	W
KLLA0A03069g	Chr1	C
KLLA0A03091g	Chr1	W
KLLA0A03113g	Chr1	C
KLLA0A03135g	Chr1	W
KLLA0A03157g	Chr1	C
KLLA0A03179g	Chr1	C
KLLA0A03201g	Chr1	C
KLLA0A03223g	Chr1	W
KLLA0A03245g	Chr1	C
KLLA0A03267g	Chr1	C
KLLA0A03289g	Chr1	C
KLLA0A03311g	Chr1	W
KLLA0A03333g	Chr1	C
KLLA0A03355g	Chr1	W
KLLA0A03377g	Chr1	C
KLLA0A03399g	Chr1	W
KLLA0A03421g	Chr1	W
KLLA0A03443g	Chr1	W
KLLA0A03465g	Chr1	C
KLLA0A03487g	Chr1	W
KLLA0A03509g	Chr1	C
KLLA0A03531g	Chr1	W
KLLA0A03553g	Chr1	C
KLLA0A03575g	Chr1	W
KLLA0A03597g	Chr1	C
KLLA0A03619g	Chr1	W
KLLA0A03641g	Chr1	C
KLLA0A03663g	Chr1	C
KLLA0A03674g	Chr1	C
KLLA0A03696g	Chr1	C
KLLA0A03718g	Chr1	W
KLLA0A03740g	Chr1	C
KLLA0A03806g	Chr1	C
KLLA0A03828g	Chr1	C
KLLA0A03839g	Chr1	C
KLLA0A03861g	Chr1	C
KLLA0A03883g	Chr1	W
KLLA0A03905g	Chr1	C
KLLA0A03916g	Chr1	W
KLLA0A03938g	Chr1	W
KLLA0A03960g	Chr1	W
KLLA0A03982g	Chr1	W
KLLA0A03993g	Chr1	C
KLLA0A04015g	Chr1	C
KLLA0A04037g	Chr1	C
KLLA0A04059g	Chr1	C
KLLA0A04081g	Chr1	W
KLLA0A04103g	Chr1	W
KLLA0A04125g	Chr1	W
KLLA0A04147g	Chr1	C
KLLA0A04169g	Chr1	C
KLLA0A04191g	Chr1	C
KLLA0A04213g	Chr1	C
KLLA0A04235g	Chr1	C
KLLA0A04301g	Chr1	C
KLLA0A04323g	Chr1	W
KLLA0A04345g	Chr1	W
KLLA0A04367g	Chr1	C
KLLA0A04389g	Chr1	W
KLLA0A04411g	Chr1	C
KLLA0A04433g	Chr1	C
KLLA0A04455g	Chr1	C
KLLA0A04477g	Chr1	C
KLLA0A04499g	Chr1	C
KLLA0A04521g	Chr1	C
KLLA0A04543g	Chr1	C
KLLA0A04565g	Chr1	C
KLLA0A04587g	Chr1	W
KLLA0A04609g	Chr1	C
KLLA0A04631g	Chr1	C
KLLA0A04653g	Chr1	C
KLLA0A04675g	Chr1	W
KLLA0A04708g	Chr1	C
KLLA0A04730g	Chr1	C
KLLA0A04752g	Chr1	C
KLLA0A04774g	Chr1	W
KLLA0A04796g	Chr1	C
KLLA0A04818g	Chr1	W
KLLA0A04840g	Chr1	C
KLLA0A04862g	Chr1	W
KLLA0A04884g	Chr1	W
KLLA0A04906g	Chr1	W
KLLA0A04928g	Chr1	W
KLLA0A04939g	Chr1	C
KLLA0A04961g	Chr1	W
KLLA0A04983g	Chr1	C
KLLA0A05005g	Chr1	C
KLLA0A05027g	Chr1	W
KLLA0A05049g	Chr1	C
KLLA0A05071g	Chr1	C
KLLA0A05093g	Chr1	W
KLLA0A05115g	Chr1	C
KLLA0A05137g	Chr1	C
KLLA0A05159g	Chr1	C
KLLA0A05181g	Chr1	C
KLLA0A05203g	Chr1	C
KLLA0A05225g	Chr1	C
KLLA0A05247g	Chr1	C
KLLA0A05258g	Chr1	W
KLLA0A05280g	Chr1	W
KLLA0A05302g	Chr1	W
KLLA0A05324g	Chr1	W
KLLA0A05346g	Chr1	W
KLLA0A05368g	Chr1	C
KLLA0A05390g	Chr1	C
KLLA0A05412g	Chr1	C
KLLA0A05434g	Chr1	W
KLLA0A05456g	Chr1	W
KLLA0A05478g	Chr1	W
KLLA0A05500g	Chr1	C
KLLA0A05522g	Chr1	W
KLLA0A05544g	Chr1	W
KLLA0A05566g	Chr1	W
KLLA0A05588g	Chr1	C
KLLA0A05599g	Chr1	C
KLLA0A05621g	Chr1	C
KLLA0A05643g	Chr1	W
KLLA0A05665g	Chr1	W
KLLA0A05687g	Chr1	C
KLLA0A05700g	Chr1	W
KLLA0A05709g	Chr1	W
KLLA0A05731g	Chr1	W
KLLA0A05753g	Chr1	W
KLLA0A05775g	Chr1	W
KLLA0A05797g	Chr1	C
KLLA0A05819g	Chr1	W
KLLA0A05841g	Chr1	C
KLLA0A05863g	Chr1	W
KLLA0A05885g	Chr1	C
KLLA0A05907g	Chr1	C
KLLA0A05929g	Chr1	W
KLLA0A05951g	Chr1	W
KLLA0A05973g	Chr1	C
KLLA0A05995g	Chr1	W
KLLA0A06017g	Chr1	C
KLLA0A06039g	Chr1	W
KLLA0A06061g	Chr1	C
KLLA0A06083g	Chr1	C
KLLA0A06105g	Chr1	W
KLLA0A06127g	Chr1	C
KLLA0A06149g	Chr1	W
KLLA0A06171g	Chr1	W
KLLA0A06193g	Chr1	W
KLLA0A06215g	Chr1	W
KLLA0A06237g	Chr1	W
KLLA0A06259g	Chr1	C
KLLA0A06281g	Chr1	W
KLLA0A06303g	Chr1	C
KLLA0A06325g	Chr1	W
KLLA0A06336g	Chr1	W
KLLA0A06358g	Chr1	C
KLLA0A06402g	Chr1	C
KLLA0A06424g	Chr1	C
KLLA0A06446g	Chr1	W
KLLA0A06468g	Chr1	W
KLLA0A06490g	Chr1	C
KLLA0A06512g	Chr1	W
KLLA0A06534g	Chr1	C
KLLA0A06556g	Chr1	C
KLLA0A06578g	Chr1	C
KLLA0A06600g	Chr1	C
KLLA0A06622g	Chr1	C
KLLA0A06644g	Chr1	W
KLLA0A06666g	Chr1	C
KLLA0A06688g	Chr1	W
KLLA0A06710g	Chr1	W
KLLA0A06732g	Chr1	W
KLLA0A06754g	Chr1	W
KLLA0A06776g	Chr1	W
KLLA0A06798g	Chr1	W
KLLA0A06820g	Chr1	C
KLLA0A06842g	Chr1	C
KLLA0A06886g	Chr1	C
KLLA0A06930g	Chr1	C
KLLA0A06952g	Chr1	C
KLLA0A06974g	Chr1	C
KLLA0A06996g	Chr1	W
KLLA0A07018g	Chr1	C
KLLA0A07040g	Chr1	C
KLLA0A07062g	Chr1	C
KLLA0A07084g	Chr1	W
KLLA0A07106g	Chr1	C
KLLA0A07128g	Chr1	W
KLLA0A07150g	Chr1	C
KLLA0A07172g	Chr1	C
KLLA0A07194g	Chr1	C
KLLA0A07216g	Chr1	W
KLLA0A07227g	Chr1	C
KLLA0A07249g	Chr1	C
KLLA0A07271g	Chr1	C
KLLA0A07293g	Chr1	W
KLLA0A07315g	Chr1	W
KLLA0A07337g	Chr1	W
KLLA0A07359g	Chr1	W
KLLA0A07381g	Chr1	C
KLLA0A07403g	Chr1	W
KLLA0A07425g	Chr1	C
KLLA0A07447g	Chr1	W
KLLA0A07469g	Chr1	C
KLLA0A07491g	Chr1	W
KLLA0A07513g	Chr1	C
KLLA0A07535g	Chr1	W
KLLA0A07557g	Chr1	W
KLLA0A07579g	Chr1	C
KLLA0A07601g	Chr1	W
KLLA0A07623g	Chr1	C
KLLA0A07645g	Chr1	C
KLLA0A07667g	Chr1	W
KLLA0A07689g	Chr1	C
KLLA0A07711g	Chr1	W
KLLA0A07733g	Chr1	C
KLLA0A07755g	Chr1	W
KLLA0A07777g	Chr1	C
KLLA0A07799g	Chr1	W
KLLA0A07821g	Chr1	C
KLLA0A07843g	Chr1	W
KLLA0A07865g	Chr1	C
KLLA0A07887g	Chr1	W
KLLA0A07909g	Chr1	C
KLLA0A07931g	Chr1	W
KLLA0A07953g	Chr1	C
KLLA0A07975g	Chr1	W
KLLA0A07997g	Chr1	W
KLLA0A08019g	Chr1	C
KLLA0A08041g	Chr1	W
KLLA0A08063g	Chr1	W
KLLA0A08107g	Chr1	C
KLLA0A08129g	Chr1	W
KLLA0A08140g	Chr1	C
KLLA0A08162g	Chr1	C
KLLA0A08184g	Chr1	C
KLLA0A08206g	Chr1	W
KLLA0A08272g	Chr1	W
KLLA0A08316g	Chr1	W
